"ID"	"EGLM_7b_t00_comp_Completion"	"EGLM_7b_t00_comp_Antecedens"	"EGLM_7b_t02_comp_Completion"	"EGLM_7b_t02_comp_Antecedens"	"EGLM_7b_t05_comp_Completion"	"EGLM_7b_t05_comp_Antecedens"	"EMG_70b_t00_comp_Completion"	"EMG_70b_t00_comp_Antecedens"	"EMG_70b_t05_comp_Completion"	"EMG_70b_t05_comp_Antecedens"	"GPT4_t05_comp_Completion"	"GPT4_t05_comp_Antecedens"	"SKLM_7b_t00_comp_Completion"	"SKLM_7b_t00_comp_Antecedens"	"SKLM_7b_t02_comp_Completion"	"SKLM_7b_t02_comp_Antecedens"	"SKLM_7b_t05_comp_Completion"	"SKLM_7b_t05_comp_Antecedens"
"2723"	"ID_102723"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Der durfte die Blumen gießen."	"Gärtner"	"Der durfte die Blumen gießen."	"Gärtner"	"Der durfte nicht im Garten arbeiten."	"Gärtner"	"Der durfte nicht am Gartenfest teilnehmen."	"Butler"	NA	NA	"Der durfte nicht in den Garten hineingehen."	"Gärtner"	"Der durfte nicht in den Garten hineingehen."	"Butler"	"Der durfte den Garten nicht ohne Erlaubnis bearbeiten."	"Gärtner"
"2724"	"ID_102724"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Der durfte nicht in das Haus."	"Gärtner"	"Die Blumen nicht gießen."	"Gärtner"	"Der durfte nicht im Garten arbeiten."	"Gärtner"	"Der durfte ihn nicht einladen."	"Butler"	NA	NA	"Der durfte nicht in den Garten hineingehen."	"Gärtner"	"Der durfte den Garten nicht mehr betreten."	"Gärtner"	"Der durfte den Garten nicht mehr betreten."	"Butler"
"2725"	"ID_102725"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Die Blumen gießen."	"Gärtner"	"Der durfte nicht im Garten arbeiten."	"Gärtner"	"Der durfte nicht mehr ins Haus."	"Gärtner"	NA	NA	"Der durfte nicht in den Garten hineingehen."	"Gärtner"	"Der durfte den Garten nicht mehr betreten."	"Gärtner"	"Der durfte die Blumen schneiden."	"Gärtner"
"2726"	"ID_102726"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Der durfte die Blumen gießen."	"Gärtner"	"Der durfte nicht im Garten arbeiten."	"Gärtner"	"Der durfte nicht im Garten arbeiten."	"Gärtner"	NA	NA	"Der durfte nicht in den Garten hineingehen."	"Gärtner"	"Der durfte nicht in den Garten hineingehen."	"Gärtner"	"Der durfte nicht mehr in den Garten eindringen."	"Gärtner"
"2727"	"ID_102727"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Der durfte die Blumen gießen."	"Gärtner"	"Der durfte die Blumen gießen."	"Gärtner"	"Der durfte nicht im Garten arbeiten."	"Gärtner"	"Der durfte nicht am Gartenfest teilnehmen."	"Butler"	NA	NA	"Der durfte nicht in den Garten hineingehen."	"Gärtner"	"Der durfte nicht in den Garten hineingehen."	"Butler"	"Der durfte den Garten nicht ohne Erlaubnis bearbeiten."	"Gärtner"
"2728"	"ID_102728"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Der durfte nicht in das Haus."	"Gärtner"	"Die Blumen nicht gießen."	"Gärtner"	"Der durfte nicht im Garten arbeiten."	"Gärtner"	"Der durfte ihn nicht einladen."	"Butler"	NA	NA	"Der durfte nicht in den Garten hineingehen."	"Gärtner"	"Der durfte den Garten nicht mehr betreten."	"Gärtner"	"Der durfte den Garten nicht mehr betreten."	"Butler"
"2729"	"ID_102729"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Dieser durfte die Blumen gießen."	"Gärtner"	"nicht in den Speisesaal treten."	"Gärtner"	"Diesen Garten nicht pflegen."	"Garten"	"Dem Butler hat der Gärtner missfallen. Dieser durfte nicht ins Haus."	"Gärtner"	NA	NA	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte nicht in den Garten gehen."	"Gärtner"
"2730"	"ID_102730"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Dieser durfte die Blumen gießen."	"Gärtner"	"nicht die Blumen gießen."	"Gärtner"	"Diesen Garten nicht pflegen."	"Garten"	"Dem Butler hat der Gärtner missfallen. Dieser durfte nicht mit den Blumen spielen."	"Gärtner"	NA	NA	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte den Garten nicht weiterhin verwalten."	"Gärtner"	"Der Gärtner ließ den Butler nicht mehr in seinem Garten arbeiten."	"Gärtner"
"2731"	"ID_102731"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Dieser durfte nicht am Fest teilnehmen."	"Gärtner"	"Diesen Garten nicht pflegen."	"Garten"	"Dem Butler hat der Gärtner missfallen. Dieser durfte nicht im Garten arbeiten."	"Gärtner"	NA	NA	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"nicht mehr in seinem Garten arbeiten."	"Gärtner"
"2732"	"ID_102732"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Dieser durfte nicht in den Speisesaal eintreten."	"Gärtner"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Diesen Garten nicht pflegen."	"Garten"	"Diesen Raum nicht betreten."	"Gärtner"	NA	NA	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"
"2733"	"ID_102733"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Dieser durfte die Blumen gießen."	"Gärtner"	"nicht in den Speisesaal treten."	"Gärtner"	"Diesen Garten nicht pflegen."	"Garten"	"Dem Butler hat der Gärtner missfallen. Dieser durfte nicht ins Haus."	"Gärtner"	NA	NA	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte nicht in den Garten gehen."	"Gärtner"
"2734"	"ID_102734"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Dieser durfte die Blumen gießen."	"Gärtner"	"nicht die Blumen gießen."	"Gärtner"	"Diesen Garten nicht pflegen."	"Garten"	"Dem Butler hat der Gärtner missfallen. Dieser durfte nicht mit den Blumen spielen."	"Gärtner"	NA	NA	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte den Garten nicht weiterhin verwalten."	"Gärtner"	"Der Gärtner ließ den Butler nicht mehr in seinem Garten arbeiten."	"Gärtner"
"2735"	"ID_102735"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Dieser durfte nicht am Fest teilnehmen."	"Gärtner"	"Diesen Garten nicht pflegen."	"Garten"	"Dem Butler hat der Gärtner missfallen. Dieser durfte nicht im Garten arbeiten."	"Gärtner"	NA	NA	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"nicht mehr in seinem Garten arbeiten."	"Gärtner"
"2736"	"ID_102736"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Dieser durfte nicht in den Speisesaal eintreten."	"Gärtner"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Diesen Garten nicht pflegen."	"Garten"	"Diesen Raum nicht betreten."	"Gärtner"	NA	NA	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"
"2737"	"ID_102737"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Dieser durfte die Blumen gießen."	"Gärtner"	"nicht in den Speisesaal treten."	"Gärtner"	"Diesen Garten nicht pflegen."	"Garten"	"Dem Butler hat der Gärtner missfallen. Dieser durfte nicht ins Haus."	"Gärtner"	NA	NA	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte nicht in den Garten gehen."	"Gärtner"
"2738"	"ID_102738"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Dieser durfte die Blumen gießen."	"Gärtner"	"nicht die Blumen gießen."	"Gärtner"	"Diesen Garten nicht pflegen."	"Garten"	"Dem Butler hat der Gärtner missfallen. Dieser durfte nicht mit den Blumen spielen."	"Gärtner"	NA	NA	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte den Garten nicht weiterhin verwalten."	"Gärtner"	"Der Gärtner ließ den Butler nicht mehr in seinem Garten arbeiten."	"Gärtner"
"2739"	"ID_102739"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Dieser durfte nicht am Fest teilnehmen."	"Gärtner"	"Diesen Garten nicht pflegen."	"Garten"	"Dem Butler hat der Gärtner missfallen. Dieser durfte nicht im Garten arbeiten."	"Gärtner"	NA	NA	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"nicht mehr in seinem Garten arbeiten."	"Gärtner"
"2740"	"ID_102740"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Dieser durfte nicht in den Speisesaal eintreten."	"Gärtner"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Diesen Garten nicht pflegen."	"Garten"	"Diesen Raum nicht betreten."	"Gärtner"	NA	NA	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"
"2741"	"ID_102741"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Dieser durfte die Blumen gießen."	"Gärtner"	"nicht in den Speisesaal treten."	"Gärtner"	"Diesen Garten nicht pflegen."	"Garten"	"Dem Butler hat der Gärtner missfallen. Dieser durfte nicht ins Haus."	"Gärtner"	NA	NA	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte nicht in den Garten gehen."	"Gärtner"
"2742"	"ID_102742"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Dieser durfte die Blumen gießen."	"Gärtner"	"nicht die Blumen gießen."	"Gärtner"	"Diesen Garten nicht pflegen."	"Garten"	"Dem Butler hat der Gärtner missfallen. Dieser durfte nicht mit den Blumen spielen."	"Gärtner"	NA	NA	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte den Garten nicht weiterhin verwalten."	"Gärtner"	"Der Gärtner ließ den Butler nicht mehr in seinem Garten arbeiten."	"Gärtner"
"2743"	"ID_102743"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Dieser durfte nicht am Fest teilnehmen."	"Gärtner"	"Diesen Garten nicht pflegen."	"Garten"	"Dem Butler hat der Gärtner missfallen. Dieser durfte nicht im Garten arbeiten."	"Gärtner"	NA	NA	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"nicht mehr in seinem Garten arbeiten."	"Gärtner"
"2744"	"ID_102744"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Dieser durfte nicht in den Speisesaal eintreten."	"Gärtner"	"Dieser durfte die Blumen gießen."	"Gärtner"	"Diesen Garten nicht pflegen."	"Garten"	"Diesen Raum nicht betreten."	"Gärtner"	NA	NA	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"	"Dieser durfte den Garten nicht mehr pflegen."	"Gärtner"
"2745"	"ID_102745"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht auf die Terrasse gehen."	"Butler"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	"Dem Butler hat der Gärtner missfallen. Er durfte nicht mehr auf dem Anwesen bleiben."	"Butler"	NA	NA	"Er durfte nicht in den Garten gehen."	"Butler"	"Er durfte nicht mehr in den Garten gehen."	"Butler"	"Er durfte nicht in den Garten eintreten."	"Gärtner"
"2746"	"ID_102746"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht das Essen servieren."	"Butler"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	"Er durfte nicht mehr auf dem Anwesen bleiben."	"Butler"	NA	NA	"Er durfte nicht in den Garten gehen."	"Butler"	"Er durfte nicht mehr in den Garten gehen."	"Butler"	"Er durfte den Garten nicht alleine pflegen."	"Gärtner"
"2747"	"ID_102747"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	NA	NA	"Er durfte nicht in den Garten gehen."	"Butler"	"Er durfte nicht in den Garten gehen."	"Gärtner"	"Er durfte den Garten nicht mehr betreten."	"Butler"
"2748"	"ID_102748"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte die Rosen nicht gießen."	"Butler"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	NA	NA	"Er durfte nicht in den Garten gehen."	"Butler"	"Er durfte nicht mehr in den Garten gehen."	"Butler"	"Er durfte den Garten nicht alleine verwalten."	"Gärtner"
"2749"	"ID_102749"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht auf die Terrasse gehen."	"Butler"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	"Dem Butler hat der Gärtner missfallen. Er durfte nicht mehr auf dem Anwesen bleiben."	"Butler"	NA	NA	"Er durfte nicht in den Garten gehen."	"Butler"	"Er durfte nicht mehr in den Garten gehen."	"Butler"	"Er durfte nicht in den Garten eintreten."	"Gärtner"
"2750"	"ID_102750"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht das Essen servieren."	"Butler"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	"Er durfte nicht mehr auf dem Anwesen bleiben."	"Butler"	NA	NA	"Er durfte nicht in den Garten gehen."	"Butler"	"Er durfte nicht mehr in den Garten gehen."	"Butler"	"Er durfte den Garten nicht alleine pflegen."	"Gärtner"
"2751"	"ID_102751"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	NA	NA	"Er durfte nicht in den Garten gehen."	"Butler"	"Er durfte nicht in den Garten gehen."	"Gärtner"	"Er durfte den Garten nicht mehr betreten."	"Butler"
"2752"	"ID_102752"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte die Rosen nicht gießen."	"Butler"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	NA	NA	"Er durfte nicht in den Garten gehen."	"Butler"	"Er durfte nicht mehr in den Garten gehen."	"Butler"	"Er durfte den Garten nicht alleine verwalten."	"Gärtner"
"2753"	"ID_102753"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht auf die Terrasse gehen."	"Butler"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	"Dem Butler hat der Gärtner missfallen. Er durfte nicht mehr auf dem Anwesen bleiben."	"Butler"	NA	NA	"Er durfte nicht in den Garten gehen."	"Butler"	"Er durfte nicht mehr in den Garten gehen."	"Butler"	"Er durfte nicht in den Garten eintreten."	"Gärtner"
"2754"	"ID_102754"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht das Essen servieren."	"Butler"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	"Er durfte nicht mehr auf dem Anwesen bleiben."	"Butler"	NA	NA	"Er durfte nicht in den Garten gehen."	"Butler"	"Er durfte nicht mehr in den Garten gehen."	"Butler"	"Er durfte den Garten nicht alleine pflegen."	"Gärtner"
"2755"	"ID_102755"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	NA	NA	"Er durfte nicht in den Garten gehen."	"Butler"	"Er durfte nicht in den Garten gehen."	"Gärtner"	"Er durfte den Garten nicht mehr betreten."	"Butler"
"2756"	"ID_102756"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte die Rosen nicht gießen."	"Butler"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	NA	NA	"Er durfte nicht in den Garten gehen."	"Butler"	"Er durfte nicht mehr in den Garten gehen."	"Butler"	"Er durfte den Garten nicht alleine verwalten."	"Gärtner"
"2757"	"ID_102757"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht auf die Terrasse gehen."	"Butler"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	"Dem Butler hat der Gärtner missfallen. Er durfte nicht mehr auf dem Anwesen bleiben."	"Butler"	NA	NA	"Er durfte nicht in den Garten gehen."	"Butler"	"Er durfte nicht mehr in den Garten gehen."	"Butler"	"Er durfte nicht in den Garten eintreten."	"Gärtner"
"2758"	"ID_102758"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht das Essen servieren."	"Butler"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	"Er durfte nicht mehr auf dem Anwesen bleiben."	"Butler"	NA	NA	"Er durfte nicht in den Garten gehen."	"Butler"	"Er durfte nicht mehr in den Garten gehen."	"Butler"	"Er durfte den Garten nicht alleine pflegen."	"Gärtner"
"2759"	"ID_102759"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	NA	NA	"Er durfte nicht in den Garten gehen."	"Butler"	"Er durfte nicht in den Garten gehen."	"Gärtner"	"Er durfte den Garten nicht mehr betreten."	"Butler"
"2760"	"ID_102760"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte nicht in den Garten."	"Butler"	"Er durfte die Rosen nicht gießen."	"Butler"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	"Er durfte nicht mehr im Garten arbeiten."	"Gärtner"	NA	NA	"Er durfte nicht in den Garten gehen."	"Butler"	"Er durfte nicht mehr in den Garten gehen."	"Butler"	"Er durfte den Garten nicht alleine verwalten."	"Gärtner"
"2761"	"ID_102761"	"Der durfte nicht in den Garten."	"Butler"	"Der durfte nicht in den Garten."	"Butler"	"Der durfte nicht im Garten arbeiten."	"Butler"	"Der durfte nicht im Garten arbeiten."	"Butler"	"Der durfte nicht in den Garten."	"Butler"	NA	NA	"Der durfte den Garten nicht richtig pflegen."	"Gärtner"	"Der durfte den Garten nicht ordnungsgemäß pflegen."	"Gärtner"	"Der durfte den Garten nicht ordnungsgemäß pflegen."	"Gärtner"
"2762"	"ID_102762"	"Der durfte nicht in den Garten."	"Butler"	"Der durfte nicht in den Garten."	"Butler"	"Die Blumen gießen."	"Butler"	"Der durfte nicht im Garten arbeiten."	"Butler"	"Der durfte den Garten nicht mehr bearbeiten."	"Butler"	NA	NA	"Der durfte den Garten nicht richtig pflegen."	"Gärtner"	"Der durfte nicht mehr in den Garten hineingehen."	"Gärtner"	"Der durfte den Garten nicht richtig pflegen."	"Gärtner"
"2763"	"ID_102763"	"Der durfte nicht in den Garten."	"Butler"	"Der durfte nicht in den Garten."	"Butler"	"Der durfte das Gemüse im Garten pflücken."	"Butler"	"Der durfte nicht im Garten arbeiten."	"Butler"	"Der durfte nicht im Park arbeiten."	"Butler"	NA	NA	"Der durfte den Garten nicht richtig pflegen."	"Gärtner"	"Der durfte den Garten nicht ordnungsgemäß pflegen."	"Gärtner"	"Der durfte den Garten nicht richtig pflegen."	"Gärtner"
"2764"	"ID_102764"	"Der durfte nicht in den Garten."	"Butler"	"Der durfte nicht in den Garten."	"Butler"	"Der durfte nicht in den Garten."	"Butler"	"Der durfte nicht im Garten arbeiten."	"Butler"	"Der durfte nicht in den Keller gehen."	"Butler"	NA	NA	"Der durfte den Garten nicht richtig pflegen."	"Gärtner"	"Der durfte den Garten nicht richtig pflegen."	"Gärtner"	"Der durfte die Blumen nicht korrekt pflücken."	"Gärtner"
"2765"	"ID_102765"	"Der durfte nicht in den Garten."	"Butler"	"Der durfte nicht in den Garten."	"Butler"	"Der durfte nicht im Garten arbeiten."	"Butler"	"Der durfte nicht im Garten arbeiten."	"Butler"	"Der durfte nicht in den Garten."	"Butler"	NA	NA	"Der durfte den Garten nicht richtig pflegen."	"Gärtner"	"Der durfte den Garten nicht ordnungsgemäß pflegen."	"Gärtner"	"Der durfte den Garten nicht ordnungsgemäß pflegen."	"Gärtner"
"2766"	"ID_102766"	"Der durfte nicht in den Garten."	"Butler"	"Der durfte nicht in den Garten."	"Butler"	"Die Blumen gießen."	"Butler"	"Der durfte nicht im Garten arbeiten."	"Butler"	"Der durfte den Garten nicht mehr bearbeiten."	"Butler"	NA	NA	"Der durfte den Garten nicht richtig pflegen."	"Gärtner"	"Der durfte nicht mehr in den Garten hineingehen."	"Gärtner"	"Der durfte den Garten nicht richtig pflegen."	"Gärtner"
"2767"	"ID_102767"	"Der durfte nicht in den Garten."	"Butler"	"Der durfte nicht in den Garten."	"Butler"	"Der durfte das Gemüse im Garten pflücken."	"Butler"	"Der durfte nicht im Garten arbeiten."	"Butler"	"Der durfte nicht im Park arbeiten."	"Butler"	NA	NA	"Der durfte den Garten nicht richtig pflegen."	"Gärtner"	"Der durfte den Garten nicht ordnungsgemäß pflegen."	"Gärtner"	"Der durfte den Garten nicht richtig pflegen."	"Gärtner"
"2768"	"ID_102768"	"Der durfte nicht in den Garten."	"Butler"	"Der durfte nicht in den Garten."	"Butler"	"Der durfte nicht in den Garten."	"Butler"	"Der durfte nicht im Garten arbeiten."	"Butler"	"Der durfte nicht in den Keller gehen."	"Butler"	NA	NA	"Der durfte den Garten nicht richtig pflegen."	"Gärtner"	"Der durfte den Garten nicht richtig pflegen."	"Gärtner"	"Der durfte die Blumen nicht korrekt pflücken."	"Gärtner"
"2769"	"ID_102769"	"Der durfte nicht in den Garten."	"Butler"	"Der durfte nicht in den Garten."	"Butler"	"Der durfte nicht im Garten arbeiten."	"Butler"	"Der durfte nicht im Garten arbeiten."	"Butler"	"Der durfte nicht in den Garten."	"Butler"	NA	NA	"Der durfte den Garten nicht richtig pflegen."	"Gärtner"	"Der durfte den Garten nicht ordnungsgemäß pflegen."	"Gärtner"	"Der durfte den Garten nicht ordnungsgemäß pflegen."	"Gärtner"
